time, value, t-delta
1360769356, 2407, 90
1360769536, 2419, 90
1360769716, 830, 90
1360769896, 181, 90
1360770076, 182, 90
1360770256, 181, 90
1360770436, 183, 90
1360770616, 235, 90
1360770796, 217, 90
1360770976, 2298, 90
1360771156, 2291, 90
1360771336, 2278, 90
1360771516, 2290, 90
1360771696, 2328, 90
1360771876, 1784, 90
1360772056, 223, 90
1360772236, 209, 90
1360772416, 395, 90
1360772596, 362, 90
1360772776, 276, 90
1360772956, 174, 90
1360773136, 248, 90
1360773316, 2742, 90
1360773496, 2720, 90
1360773676, 2676, 90
1360773856, 2625, 90
1360774036, 2624, 90
1360774216, 310, 90
1360774396, 2536, 90
1360774576, 377, 90
1360774755, 2715, 90
1360774935, 379, 90
1360775115, 2713, 90
1360775295, 362, 90
1360775476, 2189, 90
1360775655, 305, 90
1360775835, 2187, 90
1360776015, 279, 90
1360776195, 3098, 90
1360776375, 712, 90
1360776555, 1205, 90
1360776735, 2550, 90
1360776915, 988, 90
1360777095, 1226, 90
1360777275, 1527, 90
1360777455, 1273, 90
1360777635, 1808, 90
1360777815, 1329, 90
1360777996, 635, 90
1360778175, 1561, 90
1360778355, 447, 90
1360778535, 266, 90
1360778715, 354, 90
1360778895, 254, 90
1360779075, 291, 90
1360779255, 355, 90
1360779435, 412, 90
1360779615, 2339, 90
1360779795, 2284, 90
1360779975, 2560, 90
1360780155, 2345, 90
1360780335, 3058, 90
1360780515, 710, 90
1360780695, 170, 90
1360780875, 172, 90
1360781055, 171, 90
1360781236, 176, 90
1360781415, 2324, 90
1360781595, 747, 90
1360781775, 398, 90
1360781955, 506, 90
1360782135, 476, 90
1360782315, 481, 90
1360782495, 478, 90
1360782675, 459, 90
1360782855, 428, 90
1360783035, 422, 90
1360783215, 450, 90
1360783395, 517, 90
1360783575, 1194, 90
1360783755, 2774, 90
1360783935, 2697, 90
1360784115, 2698, 90
1360784295, 2676, 90
1360784475, 1645, 90
1360784655, 464, 90
1360784835, 465, 90
1360785015, 476, 90
1360785195, 527, 90
1360785375, 520, 90
1360785555, 447, 90
1360785735, 377, 90
1360785915, 1321, 90
1360786095, 1858, 90
1360786275, 1232, 90
1360786455, 511, 90
1360786635, 495, 90
1360786815, 502, 90
1360786995, 553, 90
1360787175, 388, 90
1360787355, 334, 90
1360787535, 849, 90
1360787715, 675, 90
1360787895, 333, 90
1360788075, 340, 90
1360788255, 333, 90
1360788435, 334, 90
1360788615, 393, 90
1360788795, 387, 90
1360788975, 2595, 90
1360789155, 2595, 90
1360789335, 2574, 90
1360789515, 2576, 90
1360789695, 337, 90
1360789875, 334, 90
1360790055, 331, 90
1360790235, 335, 90
1360790415, 330, 90
1360790595, 332, 90
1360790775, 332, 90
1360790955, 333, 90
1360791135, 332, 90
1360791315, 333, 90
1360791495, 333, 90
1360791675, 333, 90
1360791855, 335, 90
1360792035, 394, 90
1360792305, 381, 90
1360792395, 389, 90
1360792485, 387, 90
1360792575, 383, 90
1360792665, 384, 90
1360792755, 363, 90
1360792935, 435, 90
1360793025, 294, 90
1360793116, 291, 90
1360793205, 288, 89
1360793295, 294, 90
1360793385, 288, 90
1360793475, 295, 90
1360793565, 401, 90
1360793655, 499, 90
1360793745, 499, 90
1360793835, 425, 90
1360793925, 383, 90
1360794015, 247, 90
1360794105, 244, 90
1360794195, 2098, 90
1360794285, 2401, 90
1360794375, 2402, 90
1360794465, 2365, 90
1360794555, 2353, 90
1360794645, 2351, 90
1360794735, 2367, 90
1360794825, 2357, 90
1360794915, 2348, 90
1360795005, 1153, 90
1360795095, 159, 90
1360795185, 158, 90
1360795275, 177, 90
1360795365, 218, 90
1360795455, 210, 90
1360795545, 210, 90
1360795635, 208, 90
1360795725, 207, 90
1360795815, 204, 90
1360795905, 207, 90
1360795995, 207, 90
1360796085, 204, 90
1360796175, 208, 90
1360796265, 204, 90
1360796355, 173, 90
1360796445, 151, 90
1360796535, 151, 90
1360796625, 149, 90
1360796715, 150, 90
1360796805, 155, 90
1360796895, 155, 90
1360796985, 121, 90
1360797075, 110, 90
1360797165, 107, 90
1360797255, 107, 90
1360797345, 108, 90
1360797435, 110, 90
1360797525, 108, 90
1360797615, 109, 90
1360797705, 108, 90
1360797795, 107, 90
1360797885, 109, 90
1360797975, 110, 90
1360798065, 108, 90
1360798155, 108, 90
1360798245, 109, 90
1360798335, 109, 90
1360798425, 107, 90
1360798515, 110, 90
1360798605, 107, 90
1360798695, 107, 90
1360798785, 123, 90
1360798875, 173, 90
1360798965, 170, 90
1360799055, 164, 90
1360799145, 161, 90
1360799235, 162, 90
1360799325, 162, 90
1360799415, 160, 90
1360799505, 161, 90
1360799595, 162, 90
1360799685, 159, 90
1360799775, 160, 90
1360799865, 148, 90
1360799956, 111, 90
1360800045, 108, 89
1360800135, 110, 90
1360800225, 108, 90
1360800315, 108, 90
1360800405, 111, 90
1360800495, 109, 90
1360800585, 109, 90
1360800675, 109, 90
1360800765, 110, 90
1360800855, 109, 90
1360800945, 110, 90
1360801035, 110, 90
1360801125, 110, 90
1360801215, 108, 90
1360801305, 107, 90
1360801395, 108, 90
1360801575, 108, 90
1360801665, 112, 90
1360801755, 106, 90
1360801845, 111, 90
1360801935, 107, 90
1360802025, 139, 90
1360802115, 151, 90
1360802205, 154, 90
1360802295, 153, 90
1360802385, 175, 90
1360802475, 212, 90
1360802565, 206, 90
1360802655, 206, 90
1360802745, 204, 90
1360802835, 204, 90
1360802925, 202, 90
1360803015, 202, 90
1360803105, 200, 90
1360803195, 202, 90
1360803285, 200, 90
1360803375, 200, 90
1360803465, 169, 90
1360803555, 150, 90
1360803645, 152, 90
1360803735, 150, 90
1360803825, 154, 90
1360803915, 154, 90
1360804005, 154, 90
1360804095, 150, 90
1360804185, 151, 90
1360804275, 154, 90
1360804365, 152, 90
1360804455, 149, 90
1360804545, 147, 90
1360804635, 146, 90
1360804725, 144, 90
1360804815, 147, 90
1360804905, 151, 90
1360804995, 151, 90
1360805085, 150, 90
1360805175, 107, 90
1360805265, 108, 90
1360805355, 107, 90
1360805445, 108, 90
1360805535, 108, 90
1360805625, 107, 90
1360805715, 110, 90
1360805805, 108, 90
1360805895, 109, 90
1360805985, 161, 90
1360806075, 169, 90
1360806165, 164, 90
1360806255, 162, 90
1360806345, 160, 90
1360806435, 160, 90
1360806525, 160, 90
1360806615, 158, 90
1360806705, 159, 90
1360806795, 158, 90
1360806885, 157, 90
1360806975, 132, 90
1360807065, 108, 90
1360807155, 106, 90
1360807245, 105, 90
1360807335, 105, 90
1360807425, 107, 90
1360807515, 107, 90
1360807605, 108, 90
1360807695, 106, 90
1360807785, 107, 90
1360807875, 109, 90
1360807965, 107, 90
1360808055, 109, 90
1360808145, 111, 90
1360808235, 110, 90
1360808325, 107, 90
1360808415, 106, 90
1360808505, 109, 90
1360808595, 110, 90
1360808685, 108, 90
1360808775, 110, 90
1360808865, 108, 90
1360808955, 108, 90
1360809045, 108, 90
1360809135, 109, 90
1360809225, 108, 90
1360809315, 107, 90
1360809405, 108, 90
1360809495, 152, 90
1360809585, 198, 90
1360809675, 208, 90
1360809765, 183, 90
1360809855, 160, 90
1360809945, 188, 90
1360810035, 200, 90
1360810125, 202, 90
1360810215, 201, 90
1360810305, 202, 90
1360810395, 200, 90
1360810485, 200, 90
1360810575, 170, 90
1360810665, 150, 90
1360810755, 150, 90
1360810845, 153, 90
1360810935, 153, 90
1360811026, 149, 90
1360811116, 152, 90
1360811205, 150, 89
1360811295, 149, 90
1360811385, 150, 90
1360811475, 151, 90
1360811565, 152, 90
1360811655, 1010, 90
1360811745, 2333, 90
1360811835, 2335, 90
1360811925, 2316, 90
1360812015, 2317, 90
1360812105, 2319, 90
1360812196, 2312, 90
1360812285, 967, 89
1360812375, 146, 90
1360812465, 149, 90
1360812556, 145, 90
1360812645, 146, 89
1360812735, 149, 90
1360812825, 150, 90
1360812915, 150, 90
1360813005, 145, 90
1360813095, 120, 90
1360813185, 169, 90
1360813275, 184, 90
1360813364, 175, 89
1360813456, 160, 90
1360813545, 159, 89
1360813635, 159, 90
1360813724, 160, 89
1360813815, 158, 90
1360813904, 159, 89
1360813994, 161, 90
1360814084, 159, 90
1360814174, 114, 90
1360814264, 109, 90
1360814354, 109, 90
1360814444, 108, 90
1360814534, 107, 90
1360814624, 105, 90
1360814714, 105, 90
1360814804, 105, 90
1360814894, 110, 90
1360814984, 108, 90
1360815074, 107, 90
1360815165, 110, 90
1360815254, 106, 89
1360815344, 109, 90
1360815434, 110, 90
1360815524, 109, 90
1360815614, 105, 90
1360815704, 108, 90
1360815794, 108, 90
1360815884, 106, 90
1360815974, 106, 90
1360816064, 109, 90
1360816155, 110, 90
1360816244, 108, 89
1360816334, 107, 90
1360816424, 106, 90
1360816514, 107, 90
1360816604, 105, 90
1360816694, 149, 90
1360816784, 169, 90
1360816874, 163, 90
1360816964, 161, 90
1360817054, 162, 90
1360817144, 159, 90
1360817234, 158, 90
1360817324, 159, 90
1360817414, 158, 90
1360817504, 187, 90
1360817594, 199, 90
1360817684, 199, 90
1360817774, 159, 90
1360817864, 149, 90
1360817954, 150, 90
1360818044, 150, 90
1360818134, 152, 90
1360818224, 150, 90
1360818314, 150, 90
1360818404, 151, 90
1360818494, 153, 90
1360818584, 150, 90
1360818674, 151, 90
1360818764, 152, 90
1360818854, 149, 90
1360818944, 149, 90
1360819034, 153, 90
1360819124, 149, 90
1360819214, 150, 90
1360819304, 149, 90
1360819394, 149, 90
1360819484, 149, 90
1360819574, 148, 90
1360819664, 1410, 90
1360819754, 799, 90
1360819845, 247, 90
1360819934, 246, 89
1360820024, 247, 90
1360820114, 246, 90
1360820204, 178, 90
1360820294, 671, 90
1360820384, 694, 90
1360820474, 1189, 90
1360820564, 1557, 90
1360820654, 341, 90
1360820744, 220, 90
1360820834, 207, 90
1360820924, 204, 90
1360821014, 207, 90
1360821104, 205, 90
1360821194, 263, 90
1360821284, 286, 90
1360821374, 205, 90
1360821464, 177, 90
1360821554, 149, 90
1360821644, 150, 90
1360821734, 163, 90
1360821824, 1531, 90
1360821914, 1298, 90
1360822004, 217, 90
1360822094, 200, 90
1360822184, 148, 90
1360822274, 149, 90
1360822364, 232, 90
1360822454, 232, 90
1360822544, 232, 90
1360822634, 171, 90
1360822724, 153, 90
1360822814, 113, 90
1360822904, 106, 90
1360822994, 106, 90
1360823084, 106, 90
1360823174, 106, 90
1360823264, 106, 90
1360823354, 107, 90
1360823444, 108, 90
1360823534, 109, 90
1360823624, 110, 90
1360823714, 105, 90
1360823804, 122, 90
1360823894, 172, 90
1360823984, 164, 90
1360824074, 165, 90
1360824164, 162, 90
1360824254, 161, 90
1360824344, 159, 90
1360825514, 622, 90
1360832984, 2511, 90
1360833074, 2505, 90
1360833164, 2465, 90
1360833254, 2473, 90
1360833344, 804, 90
1360833434, 726, 90
1360833704, 629, 90
1360833884, 497, 90
1360834064, 713, 90
1360834244, 688, 90
1360834424, 584, 90
1360834604, 789, 90
1360834784, 543, 90
1360834964, 578, 90
1360835144, 816, 90
1360835324, 633, 90
1360835504, 489, 90
1360835684, 368, 90
1360835864, 556, 90
1360836044, 581, 90
1360836224, 166, 90
1360836404, 122, 90
1360836584, 122, 90
1360836764, 119, 90
1360836944, 121, 90
1360837124, 123, 90
1360837304, 120, 90
1360837484, 183, 90
1360837664, 181, 90
1360837844, 177, 90
1360838024, 210, 90
1360838204, 209, 90
1360838384, 220, 90
1360838564, 210, 90
1360838744, 1302, 90
1360838924, 607, 90
1360839104, 1472, 90
1360839284, 212, 90
1360839464, 162, 90
1360839644, 165, 90
1360839824, 167, 90
1360840004, 162, 90
1360840184, 165, 90
1360840364, 1197, 90
1360840544, 2282, 90
1360840724, 2238, 90
1360840904, 2214, 90
1360841084, 3997, 90
1360841264, 4158, 90
1360841444, 2384, 90
1360841624, 2369, 90
1360841804, 2389, 90
1360841984, 2441, 90
1360842164, 192, 90
1360842344, 1176, 90
1360842524, 2449, 90
1360842704, 2456, 90
1360842884, 2467, 90
1360843064, 168, 90
1360843244, 157, 90
1360843424, 189, 90
1360843604, 203, 90
1360843784, 202, 90
1360843964, 203, 90
1360844144, 199, 90
1360844324, 182, 90
1360844504, 1387, 90
1360844864, 764, 90
1360844954, 264, 90
1360845044, 269, 90
1360845134, 267, 90
1360845224, 262, 90
1360845314, 263, 90
1360845404, 294, 90
1360845494, 325, 90
1360845584, 316, 90
1360845674, 247, 90
1360845764, 231, 90
1360845854, 230, 90
1360845944, 200, 90
1360846034, 182, 90
1360846214, 210, 90
1360846304, 209, 90
1360846394, 207, 90
1360846484, 168, 90
1360846574, 160, 90
1360846664, 161, 90
1360846754, 158, 90
1360846844, 157, 90
1360846934, 159, 90
1360847024, 159, 90
1360847114, 156, 90
1360847204, 158, 90
1360847294, 155, 90
1360847384, 155, 90
1360847474, 160, 90
1360847654, 155, 90
1360847744, 155, 90
1360847834, 159, 90
1360847924, 156, 90
1360848014, 156, 90
1360848104, 156, 90
1360848194, 160, 90
1360848284, 132, 90
1360848374, 126, 90
1360848464, 128, 90
1360848554, 129, 90
1360848644, 128, 90
1360848734, 130, 90
1360848824, 130, 90
1360848914, 170, 90
1360849004, 192, 90
1360849094, 187, 90
1360849184, 182, 90
1360849274, 179, 90
1360849364, 178, 90
1360849454, 182, 90
1360849544, 179, 90
1360849634, 1448, 90
1360849724, 2235, 90
1360849814, 2247, 90
1360849904, 2246, 90
1360849994, 2205, 90
1360850084, 2212, 90
1360850174, 2208, 90
1360850264, 265, 90
1360850354, 127, 90
1360850444, 128, 90
1360850534, 126, 90
1360850624, 128, 90
1360850714, 156, 90
1360850804, 151, 90
1360850894, 149, 90
1360850984, 150, 90
1360851074, 155, 90
1360851164, 156, 90
1360851254, 161, 90
1360851344, 159, 90
1360851434, 162, 90
1360851524, 157, 90
1360851614, 157, 90
1360851704, 158, 90
1360851794, 160, 90
1360851884, 158, 90
1360851974, 158, 90
1360852064, 159, 90
1360852154, 161, 90
1360852244, 157, 90
1360852334, 156, 90
1360852424, 195, 90
1360852514, 220, 90
1360852604, 217, 90
1360852694, 232, 90
1360852784, 227, 90
1360852873, 226, 89
1360852963, 225, 90
1360853054, 845, 90
1360853143, 219, 89
1360853234, 218, 90
1360853323, 221, 89
1360853414, 217, 90
1360853503, 218, 89
1360853593, 223, 90
1360853684, 219, 90
1360853774, 266, 90
1360853921, 198, 90
1360854011, 175, 90
1360854101, 178, 90
1360854191, 178, 90
1360854281, 171, 90
1360854371, 172, 90
1360854461, 171, 90
1360854550, 159, 89
1360854641, 123, 90
1360854730, 123, 89
1360854820, 120, 90
1360854911, 123, 90
1360855001, 121, 90
1360855090, 121, 89
1360855180, 118, 90
1360855361, 119, 90
1360855450, 119, 89
1360855540, 117, 90
1360855630, 117, 90
1360855721, 115, 90
1360855811, 113, 90
1360855900, 115, 89
1360855990, 111, 90
1360856080, 110, 90
1360856170, 111, 90
1360856260, 111, 90
1360856350, 108, 90
1360856440, 124, 90
1360856530, 178, 90
1360856620, 171, 90
1360856710, 169, 90
1360856800, 167, 90
1360856890, 165, 90
1360856980, 163, 90
1360857070, 164, 90
1360857160, 161, 90
1360857250, 164, 90
1360857340, 161, 90
1360857430, 160, 90
1360857520, 121, 90
1360857610, 109, 90
1360857700, 111, 90
1360857790, 109, 90
1360857880, 109, 90
1360857970, 109, 90
1360858060, 110, 90
1360858150, 109, 90
1360858240, 108, 90
1360858330, 111, 90
1360858420, 107, 90
1360858510, 107, 90
1360858600, 109, 90
1360858690, 107, 90
1360858780, 109, 90
1360858870, 109, 90
1360858960, 109, 90
1360859050, 109, 90
1360859140, 108, 90
1360859230, 109, 90
1360859320, 107, 90
1360859410, 110, 90
1360859500, 110, 90
1360859590, 110, 90
1360859680, 112, 90
1360859770, 108, 90
1360859860, 108, 90
1360859950, 110, 90
1360860040, 155, 90
1360860130, 171, 90
1360860220, 166, 90
1360860310, 165, 90
1360860400, 164, 90
1360860490, 161, 90
1360860580, 161, 90
1360860670, 160, 90
1360860760, 159, 90
1360860850, 159, 90
1360860940, 157, 90
1360861031, 155, 90
1360861120, 116, 89
1360861210, 107, 90
1360861300, 107, 90
1360861390, 108, 90
1360861480, 110, 90
1360861570, 109, 90
1360861660, 110, 90
1360861750, 108, 90
1360861840, 110, 90
1360861930, 110, 90
1360862020, 108, 90
1360862110, 106, 90
1360862200, 110, 90
1360862290, 107, 90
1360862380, 110, 90
1360862470, 110, 90
1360862560, 108, 90
1360862650, 109, 90
1360862740, 109, 90
1360862830, 111, 90
1360862920, 110, 90
1360863010, 110, 90
1360863101, 108, 90
1360863280, 108, 90
1360863460, 108, 90
1360863550, 120, 90
1360863640, 164, 90
1360863730, 218, 90
1360863820, 213, 90
1360863910, 208, 90
1360864000, 205, 90
1360864090, 205, 90
1360864180, 205, 90
1360864270, 205, 90
1360864360, 203, 90
1360864450, 203, 90
1360864540, 203, 90
1360864630, 205, 90
1360864720, 173, 90
1360864810, 152, 90
1360864900, 154, 90
1360864990, 152, 90
1360865080, 152, 90
1360865170, 154, 90
1360865260, 152, 90
1360865350, 154, 90
1360865440, 155, 90
1360865530, 155, 90
1360865620, 152, 90
1360865710, 151, 90
1360865800, 152, 90
1360865890, 406, 90
1360865980, 2294, 90
1360866070, 2291, 90
1360866160, 2284, 90
1360866250, 2211, 90
1360866340, 2194, 90
1360866430, 2199, 90
1360866520, 1746, 90
1360866610, 109, 90
1360866700, 108, 90
1360866790, 107, 90
1360866880, 109, 90
1360866970, 108, 90
1360867060, 108, 90
1360867150, 110, 90
1360867240, 182, 90
1360867330, 285, 90
1360867420, 273, 90
1360867510, 285, 90
1360867600, 314, 90
1360867690, 312, 90
1360867780, 295, 90
1360867870, 277, 90
1360867960, 284, 90
1360868050, 370, 90
1360868140, 345, 90
1360868230, 255, 90
1360868320, 262, 90
1360868500, 241, 90
1360868590, 241, 90
1360868680, 237, 90
1360868770, 240, 90
1360868860, 244, 90
1360868950, 239, 90
1360869040, 241, 90
1360869130, 239, 90
1360869220, 246, 90
1360869310, 246, 90
1360869400, 241, 90
1360869490, 245, 90
1360869580, 240, 90
1360869670, 240, 90
1360869760, 238, 90
1360869850, 238, 90
1360869940, 240, 90
1360870030, 237, 90
1360870120, 236, 90
1360870210, 246, 90
1360870300, 246, 90
1360870390, 235, 90
1360870480, 237, 90
1360870570, 235, 90
1360870660, 246, 90
1360870750, 277, 90
1360870840, 249, 90
1360870930, 302, 90
1360871020, 295, 90
1360871110, 292, 90
1360871200, 289, 90
1360871290, 333, 90
1360871380, 338, 90
1360871470, 332, 90
1360871560, 3364, 90
1360871650, 4740, 90
1360871740, 4675, 90
1360871830, 3674, 90
1360871920, 3627, 90
1360872010, 3586, 90
1360872100, 3551, 90
1360872190, 3574, 90
1360872280, 3570, 90
1360872370, 3621, 90
1360872460, 3613, 90
1360872550, 3544, 90
1360872640, 3590, 90
1360872730, 3581, 90
1360872820, 3588, 90
1360872910, 3564, 90
1360873000, 3588, 90
1360873090, 3551, 90
1360873180, 3562, 90
1360873270, 3567, 90
1360873360, 3575, 90
1360873450, 3578, 90
1360873549, 3553, 90
1360873645, 3553, 90
1360873735, 3565, 90
1360873825, 3580, 90
1360873915, 3563, 90
1360874005, 3572, 90
1360874095, 3584, 90
1360874185, 2969, 90
1360874275, 2462, 90
1360874365, 2417, 90
1360874455, 2412, 90
1360874545, 2559, 90
1360874635, 2572, 90
1360874725, 2605, 90
1360874815, 2610, 90
1360874905, 2610, 90
1360874995, 2599, 90
1360875085, 2475, 90
1360875178, 2489, 90
1360875265, 2477, 87
1360875355, 2479, 90
1360875445, 2477, 90
1360875535, 2486, 90
1360875625, 2472, 90
1360875715, 2438, 90
1360875805, 2389, 90
1360875895, 2375, 90
1360875985, 2371, 90
1360876075, 2372, 90
1360876165, 2371, 90
1360876255, 2379, 90
1360876345, 1216, 90
1360876435, 239, 90
1360876525, 239, 90
1360876615, 244, 90
1360876705, 243, 90
1360876795, 248, 90
1360876885, 247, 90
1360876975, 246, 90
1360877065, 245, 90
1360877155, 243, 90
1360877245, 239, 90
1360877335, 237, 90
1360877425, 237, 90
1360877515, 237, 90
1360877605, 237, 90
1360877695, 236, 90
1360877785, 239, 90
1360877875, 231, 90
1360877965, 233, 90
1360878055, 236, 90
1360878145, 235, 90
1360878235, 256, 90
1360878325, 310, 90
1360878415, 358, 90
1360878505, 351, 90
1360878595, 316, 90
1360878685, 334, 90
1360878775, 361, 90
1360878865, 348, 90
1360878955, 295, 90
1360879045, 233, 90
1360879135, 267, 90
1360879225, 268, 90
1360879315, 257, 90
1360879405, 231, 90
1360879495, 179, 90
1360879585, 155, 90
1360879675, 153, 90
1360879765, 152, 90
1360879855, 153, 90
1360879945, 153, 90
1360880035, 151, 90
1360880124, 149, 89
1360880215, 132, 90
1360880305, 132, 90
1360880395, 129, 90
1360880485, 133, 90
1360880575, 129, 90
1360880664, 129, 89
1360880754, 129, 90
1360880844, 131, 90
1360880934, 130, 90
1360881024, 133, 90
1360881114, 132, 90
1360881204, 130, 90
1360881294, 130, 90
1360881384, 131, 90
1360881474, 129, 90
1360881564, 130, 90
1360881654, 129, 90
1360881744, 130, 90
1360881834, 134, 90
1360881924, 133, 90
1360882014, 203, 90
1360882104, 188, 90
1360882194, 187, 90
1360882288, 185, 90
1360882374, 183, 86
1360882464, 183, 90
1360882554, 2156, 90
1360882644, 2306, 90
1360882734, 2323, 90
1360882824, 2340, 90
1360882914, 2335, 90
1360883004, 2328, 90
1360883095, 2317, 90
1360883184, 1425, 89
1360883275, 127, 90
1360883364, 129, 89
1360883454, 130, 90
1360883544, 176, 90
1360883634, 177, 90
1360883724, 178, 90
1360883814, 179, 90
1360883904, 177, 90
1360883994, 177, 90
1360884084, 178, 90
1360884174, 179, 90
1360884264, 176, 90
1360884354, 177, 90
1360884444, 175, 90
1360884534, 175, 90
1360884624, 177, 90
1360884714, 179, 90
1360884804, 177, 90
1360884894, 175, 90
1360884984, 176, 90
1360885074, 175, 90
1360885164, 174, 90
1360885254, 174, 90
1360885344, 173, 90
1360885434, 173, 90
1360885524, 171, 90
1360885614, 170, 90
1360885705, 171, 90
1360885794, 214, 89
1360885884, 231, 90
1360885974, 227, 90
1360886064, 225, 90
1360886154, 223, 90
1360886244, 218, 90
1360886334, 215, 90
1360886424, 215, 90
1360886514, 195, 90
1360886604, 171, 90
1360886694, 170, 90
1360886784, 173, 90
1360886874, 124, 90
1360886964, 119, 90
1360887054, 119, 90
1360887144, 121, 90
1360887234, 119, 90
1360887324, 118, 90
1360887414, 117, 90
1360887504, 116, 90
1360887594, 117, 90
1360887684, 118, 90
1360887774, 117, 90
1360887864, 117, 90
1360887954, 117, 90
1360888044, 119, 90
1360888134, 117, 90
1360888224, 116, 90
1360888314, 116, 90
1360888404, 117, 90
1360888494, 116, 90
1360888584, 117, 90
1360888674, 114, 90
1360888764, 116, 90
1360888854, 115, 90
1360888944, 116, 90
1360889034, 116, 90
1360889124, 115, 90
1360889214, 113, 90
1360889304, 114, 90
1360889394, 114, 90
1360889484, 153, 90
1360889574, 178, 90
1360889664, 170, 90
1360889754, 171, 90
1360889934, 167, 90
1360890024, 166, 90
1360890114, 174, 90
1360890204, 165, 90
1360890294, 165, 90
1360890384, 164, 90
1360890474, 163, 90
1360890564, 127, 90
1360890654, 114, 90
1360890744, 112, 90
1360890834, 112, 90
1360890924, 111, 90
1360891014, 113, 90
1360891104, 113, 90
1360891194, 111, 90
1360891284, 111, 90
1360891374, 110, 90
1360891464, 109, 90
1360891554, 109, 90
1360891644, 112, 90
1360891734, 112, 90
1360891824, 114, 90
1360891914, 111, 90
1360892004, 110, 90
1360892094, 112, 90
1360892184, 111, 90
1360892274, 144, 90
1360892364, 156, 90
1360892454, 156, 90
1360892544, 159, 90
1360892634, 158, 90
1360892724, 157, 90
1360892814, 157, 90
1360892904, 157, 90
1360892994, 156, 90
1360893084, 157, 90
1360893174, 165, 90
1360893264, 223, 90
1360893354, 215, 90
1360893444, 212, 90
1360893534, 214, 90
1360893624, 210, 90
1360893714, 209, 90
1360893894, 208, 90
1360893984, 206, 90
1360894074, 209, 90
1360894164, 205, 90
1360894254, 183, 90
1360894344, 157, 90
1360894434, 157, 90
1360894524, 155, 90
1360894614, 153, 90
1360894704, 150, 90
1360894794, 151, 90
1360894884, 139, 90
1360894974, 110, 90
1360895064, 110, 90
1360895154, 111, 90
1360895244, 112, 90
1360895334, 111, 90
1360895424, 111, 90
1360895514, 111, 90
1360895604, 113, 90
1360895694, 111, 90
1360895784, 110, 90
1360895874, 112, 90
1360895964, 111, 90
1360896054, 109, 90
1360896144, 113, 90
1360896234, 113, 90
1360896324, 114, 90
1360896414, 112, 90
1360896504, 113, 90
1360896594, 109, 90
1360896684, 112, 90
1360896774, 113, 90
1360896864, 111, 90
1360896954, 250, 90
1360897044, 172, 90
1360897134, 166, 90
1360897224, 165, 90
1360897314, 162, 90
1360897404, 167, 90
1360897494, 163, 90
1360897584, 162, 90
1360897674, 163, 90
1360897764, 159, 90
1360897854, 161, 90
1360897944, 163, 90
1360898034, 132, 90
1360898124, 112, 90
1360898214, 115, 90
1360898304, 111, 90
1360898394, 113, 90
1360898484, 109, 90
1360898574, 110, 90
1360898664, 109, 90
1360898754, 111, 90
1360898844, 115, 90
1360898934, 110, 90
1360899024, 111, 90
1360899114, 110, 90
1360899204, 110, 90
1360899294, 110, 90
1360899384, 110, 90
1360899474, 112, 90
1360899564, 111, 90
1360899654, 109, 90
1360899744, 110, 90
1360899834, 110, 90
1360899924, 110, 90
1360900014, 111, 90
1360900104, 112, 90
1360900194, 111, 90
1360900284, 115, 90
1360900374, 111, 90
1360900464, 151, 90
1360900554, 156, 90
1360900644, 156, 90
1360900734, 189, 90
1360900824, 218, 90
1360900914, 212, 90
1360901004, 216, 90
1360901094, 210, 90
1360901184, 206, 90
1360901274, 207, 90
1360901364, 205, 90
1360901454, 209, 90
1360901544, 207, 90
1360901634, 204, 90
1360901724, 204, 90
1360901814, 164, 90
1360901904, 155, 90
1360901994, 155, 90
1360902084, 155, 90
1360902174, 155, 90
1360902264, 153, 90
1360902354, 156, 90
1360902444, 155, 90
1360902534, 152, 90
1360902624, 155, 90
1360902714, 154, 90
1360902804, 1605, 90
1360902894, 2328, 90
1360902984, 2329, 90
1360903074, 2328, 90
1360903164, 2303, 90
1360903254, 2246, 90
1360903344, 2244, 90
1360903434, 1205, 90
1360903524, 111, 90
1360903614, 109, 90
1360903704, 112, 90
1360903794, 110, 90
1360903884, 113, 90
1360903974, 109, 90
1360904064, 112, 90
1360904154, 110, 90
1360904244, 110, 90
1360904334, 110, 90
1360904424, 109, 90
1360904514, 166, 90
1360904604, 180, 90
1360904694, 166, 90
1360904784, 166, 90
1360904874, 165, 90
1360904964, 162, 90
1360905054, 164, 90
1360905144, 163, 90
1360905234, 161, 90
1360905324, 163, 90
1360905414, 164, 90
1360905504, 147, 90
1360905594, 109, 90
1360905684, 111, 90
1360905774, 108, 90
1360905864, 109, 90
1360905954, 108, 90
1360906044, 112, 90
1360906134, 109, 90
1360906224, 108, 90
1360906314, 111, 90
1360906404, 109, 90
1360906494, 109, 90
1360906584, 111, 90
1360906674, 111, 90
1360906764, 109, 90
1360906854, 111, 90
1360906944, 112, 90
1360907034, 108, 90
1360907124, 110, 90
1360907214, 111, 90
1360907304, 111, 90
1360907394, 110, 90
1360907484, 113, 90
1360907574, 110, 90
1360907664, 112, 90
1360907754, 112, 90
1360907844, 109, 90
1360907934, 112, 90
1360908024, 111, 90
1360908114, 113, 90
1360908204, 141, 90
1360908294, 221, 90
1360908384, 211, 90
1360908474, 213, 90
1360908564, 210, 90
1360908654, 208, 90
1360908744, 206, 90
1360908834, 205, 90
1360908924, 204, 90
1360909014, 207, 90
1360909104, 205, 90
