time, value, t-delta
1358774279, 1777, 90
1358774581, 745, 90
1358774883, 571, 90
1358775184, 1948, 90
1358775487, 992, 90
1358775788, 908, 90
1358776089, 290, 90
1358776392, 242, 90
1358776694, 178, 90
1358776995, 953, 90
1358777297, 2558, 90
1358777598, 2322, 90
1358777899, 1386, 90
1358778200, 198, 90
1358778502, 193, 90
1358778803, 194, 90
1358779104, 195, 90
1358779407, 231, 90
1358779708, 247, 90
1358780009, 252, 90
1358780311, 254, 90
1358780612, 238, 90
1358780914, 243, 90
1358781215, 253, 90
1358781516, 266, 90
1358781818, 2133, 90
1358782420, 2410, 90
1358782722, 520, 90
1358783025, 336, 90
1358783326, 334, 90
1358783628, 308, 90
1358783929, 274, 90
1358787849, 177, 90
1358788150, 179, 90
1358790560, 217, 90
1358790862, 217, 90
1358791163, 220, 90
1358791465, 221, 90
1358791767, 218, 90
1358792068, 215, 90
1358792369, 224, 90
1358792671, 255, 90
1358792973, 353, 90
1358793274, 307, 90
1358793575, 299, 90
1358793877, 298, 90
1358794178, 243, 90
1358794479, 217, 90
1358794781, 221, 90
1358795082, 1290, 90
1358795383, 2304, 90
1358795685, 1752, 90
1358795986, 208, 90
1358796287, 265, 90
1358796589, 695, 90
1358796890, 515, 90
1358797192, 465, 90
1358797493, 895, 90
1358797797, 1170, 90
1358798099, 485, 90
1358798400, 205, 90
1358798701, 208, 90
1358799003, 246, 90
1358799607, 354, 90
1358799909, 349, 90
1358800211, 342, 90
1358800512, 1094, 90
1358800813, 264, 90
1358801115, 240, 90
1358801417, 239, 90
1358801718, 237, 90
1358802019, 245, 90
1358802321, 206, 90
1358802622, 192, 90
1358802924, 195, 90
1358803225, 251, 90
1358803527, 246, 90
1358803828, 245, 90
1358804129, 238, 90
1358804431, 192, 90
1358804732, 192, 90
1358805033, 183, 90
1358805335, 270, 90
1358805636, 407, 90
1358805937, 407, 90
1358806238, 279, 90
1358806540, 267, 90
1358806841, 240, 90
1358807142, 237, 90
1358807444, 208, 90
1358807745, 187, 90
1358808046, 186, 90
1358808347, 735, 90
1358808649, 2257, 90
1358808950, 2088, 90
1358809252, 114, 90
1358809553, 114, 90
1358809857, 154, 90
1358810159, 169, 90
1358810460, 165, 90
1358810761, 154, 90
1358811062, 114, 90
1358811364, 113, 90
1358811665, 114, 90
1358811966, 117, 90
1358812268, 113, 90
1358812569, 113, 90
1358812870, 142, 90
1358813171, 175, 90
1358813472, 216, 90
1358813774, 213, 90
1358814075, 211, 90
1358814376, 167, 90
1358814677, 160, 90
1358814978, 156, 90
1358815279, 162, 90
1358815581, 154, 90
1358815882, 114, 90
1358816183, 115, 90
1358816484, 115, 90
1358816786, 159, 90
1358817087, 170, 90
1358817388, 166, 90
1358817689, 148, 90
1358817991, 122, 90
1358818293, 120, 90
1358818594, 136, 90
1358818895, 221, 90
1358819196, 220, 90
1358819498, 220, 90
1358819799, 177, 90
1358820100, 165, 90
1358820401, 218, 90
1358820702, 212, 90
1358821003, 211, 90
1358821305, 182, 90
1358821606, 164, 90
1358821907, 158, 90
1358822208, 156, 90
1358822509, 153, 90
1358822810, 156, 90
1358823112, 138, 90
1358823413, 111, 90
1358823714, 123, 90
1358824015, 168, 90
1358824317, 164, 90
1358824618, 159, 90
1358824919, 122, 90
1358825220, 109, 90
1358825521, 108, 90
1358825823, 107, 90
1358826124, 108, 90
1358826430, 107, 90
1358826731, 109, 90
1358827032, 115, 90
1358827334, 183, 90
1358827635, 208, 90
1358827936, 206, 90
1358828237, 208, 90
1358828538, 156, 90
1358828839, 154, 90
1358829141, 153, 90
1358829442, 1151, 90
1358829743, 2333, 90
1358830044, 880, 90
1358830347, 129, 90
1358830650, 108, 90
1358830951, 146, 90
1358831253, 163, 90
1358831554, 166, 90
1358831855, 143, 90
1358832156, 110, 90
1358832458, 109, 90
1358833060, 109, 90
1358833361, 107, 90
1358833662, 108, 90
1358833963, 112, 90
1358834264, 155, 90
1358834567, 220, 90
1358834868, 206, 90
1358835169, 203, 90
1358835470, 172, 90
1358835771, 153, 90
1358836072, 153, 90
1358836373, 149, 90
1358836675, 151, 90
1358836976, 148, 90
1358837277, 119, 90
1358837578, 107, 90
1358837879, 127, 90
1358838181, 165, 90
1358838482, 159, 90
1358838783, 160, 90
1358839084, 125, 90
1358839385, 114, 90
1358839686, 114, 90
1358839988, 113, 90
1358840289, 113, 90
1358840590, 1085, 90
1358840891, 315, 90
1358841192, 138, 90
1358841493, 339, 90
1358841795, 218, 90
1358842096, 215, 90
1358842397, 213, 90
1358842698, 1758, 90
1358842999, 2308, 90
1358843301, 943, 90
1358843602, 173, 90
1358843903, 716, 90
1358844204, 2556, 90
1358844505, 4878, 90
1358844807, 4826, 90
1358845109, 4650, 90
1358845410, 2536, 90
1358845711, 2637, 90
1358846012, 2527, 90
1358846314, 620, 90
1358846615, 668, 90
1358846916, 653, 90
1358847217, 517, 90
1358847518, 687, 90
1358847819, 528, 90
1358848121, 574, 90
1358848422, 249, 90
1358848723, 132, 90
1358849025, 196, 90
1358849326, 229, 90
1358849627, 262, 90
1358849928, 1202, 90
1358850230, 2357, 90
1358850531, 1319, 90
1358850832, 1094, 90
1358851134, 295, 90
1358851435, 312, 90
1358851736, 1216, 90
1358852038, 944, 90
1358852339, 557, 90
1358852640, 365, 90
1358852941, 1025, 90
1358853242, 723, 90
1358853544, 552, 90
1358853845, 235, 90
1358854146, 244, 90
1358854447, 232, 90
1358854748, 228, 90
1358855050, 224, 90
1358855351, 220, 90
1358855652, 214, 90
1358855953, 205, 90
1358856255, 267, 90
1358856556, 276, 90
1358856857, 2265, 90
1358857158, 2381, 90
1358857460, 1816, 90
1358857762, 266, 90
1358858063, 270, 90
1358858364, 275, 90
1358858665, 268, 90
1358858966, 270, 90
1358859268, 272, 90
1358859569, 268, 90
1358859870, 307, 90
1358860172, 329, 90
1358860473, 306, 90
1358860774, 266, 90
1358861077, 230, 90
1358861378, 225, 90
1358861679, 212, 90
1358861981, 214, 90
1358862282, 204, 90
1358862585, 216, 90
1358862886, 240, 90
1358863187, 309, 90
1358863489, 310, 90
1358863791, 280, 90
1358864092, 269, 90
1358864394, 234, 90
1358864695, 235, 90
1358864996, 236, 90
1358865297, 256, 90
1358865599, 280, 90
1358865905, 281, 90
1358866207, 278, 90
1358866508, 280, 90
1358867110, 328, 90
1358867412, 323, 90
1358867713, 303, 90
1358868017, 198, 90
1358868318, 165, 90
1358868620, 196, 90
1358868921, 561, 90
1358869223, 2141, 90
1358869524, 2302, 90
1358869825, 1118, 90
1358870127, 221, 90
1358870435, 253, 90
1358870736, 241, 90
1358871037, 233, 90
1358871338, 201, 90
1358871640, 216, 90
1358871941, 202, 90
1358872242, 301, 90
1358872543, 404, 90
1358872844, 322, 90
1358873146, 322, 90
1358873447, 330, 90
1358873748, 379, 90
1358874055, 377, 90
1358874356, 376, 90
1358874658, 373, 90
1358874960, 323, 90
1358875262, 321, 90
1358875563, 318, 90
1358875864, 311, 90
1358876166, 307, 90
1358876467, 283, 90
1358876769, 278, 90
1358877070, 272, 90
1358877372, 290, 90
1358877673, 330, 90
1358877975, 304, 90
1358878276, 299, 90
1358878577, 261, 90
1358878878, 234, 90
1358879180, 1548, 90
1358879482, 2390, 90
1358879783, 2382, 90
1358880085, 2369, 90
1358880386, 334, 90
1358880688, 292, 90
1358880990, 318, 90
1358881291, 360, 90
1358881593, 484, 90
1358881894, 2108, 90
1358882195, 525, 90
1358882497, 581, 90
1358882798, 574, 90
1358883099, 579, 90
1358883401, 544, 90
1358883702, 467, 90
1358884003, 428, 90
1358884304, 415, 90
1358884607, 430, 90
1358884908, 766, 90
1358885209, 1073, 90
1358885511, 2630, 90
1358885812, 2600, 90
1358886113, 516, 90
1358886415, 212, 90
1358886716, 200, 90
1358887017, 198, 90
1358887319, 199, 90
1358887620, 225, 90
1358887921, 253, 90
1358888222, 253, 90
1358888524, 251, 90
1358888826, 251, 90
1358889127, 202, 90
1358889429, 199, 90
1358889730, 209, 90
1358890032, 256, 90
1358890333, 332, 90
1358890634, 220, 90
1358890936, 222, 90
1358891237, 2182, 90
1358891539, 2466, 90
1358891840, 1639, 90
1358892142, 303, 90
1358892443, 298, 90
1358892745, 508, 90
1358893047, 342, 90
1358893348, 332, 90
1358893649, 301, 90
1358893950, 267, 90
1358894251, 264, 90
1358894553, 227, 90
1358894854, 194, 90
1358895155, 237, 90
1358895456, 241, 90
1358895758, 237, 90
1358896059, 612, 90
1358896360, 2329, 90
1358896662, 2357, 90
1358896963, 377, 90
1358897264, 187, 90
1358897565, 188, 90
1358897866, 190, 90
1358898168, 192, 90
1358898469, 193, 90
1358898770, 247, 90
1358899071, 289, 90
1358899372, 290, 90
1358899673, 269, 90
1358899975, 235, 90
1358900276, 206, 90
1358900577, 176, 90
1358900878, 176, 90
1358901179, 175, 90
1358901480, 171, 90
1358901782, 175, 90
1358902083, 176, 90
1358902384, 214, 90
1358902685, 196, 90
1358902987, 179, 90
1358903288, 170, 90
1358903589, 131, 90
1358903890, 130, 90
1358904191, 130, 90
1358904493, 129, 90
1358904794, 130, 90
1358905095, 130, 90
1358905396, 130, 90
1358905698, 130, 90
1358905999, 184, 90
1358906300, 181, 90
1358906601, 179, 90
1358906902, 176, 90
1358907203, 129, 90
1358907505, 149, 90
1358907806, 178, 90
1358908107, 177, 90
1358908408, 178, 90
1358908710, 177, 90
1358909011, 178, 90
1358909312, 182, 90
1358909613, 201, 90
1358909915, 229, 90
1358910216, 223, 90
1358910517, 218, 90
1358910818, 179, 90
1358911119, 173, 90
1358911421, 170, 90
1358911722, 137, 90
1358912023, 129, 90
1358912325, 133, 90
1358912626, 128, 90
1358912927, 130, 90
1358913228, 144, 90
1358913529, 184, 90
1358913830, 179, 90
1358914132, 179, 90
1358914433, 145, 90
1358914734, 129, 90
1358915035, 131, 90
1358915336, 2012, 90
1358915637, 2151, 90
1358915939, 135, 90
1358916240, 176, 90
1358916543, 176, 90
1358916844, 177, 90
1358917145, 226, 90
1358917447, 227, 90
1358917748, 224, 90
1358918049, 204, 90
1358918350, 176, 90
1358918652, 170, 90
1358918953, 175, 90
1358919254, 173, 90
1358919556, 168, 90
1358919857, 174, 90
1358920159, 129, 90
1358920460, 128, 90
1358920761, 167, 90
1358921062, 182, 90
1358921364, 179, 90
1358921665, 173, 90
1358921966, 130, 90
1358922267, 134, 90
1358922569, 129, 90
1358922870, 129, 90
1358923171, 130, 90
1358923472, 130, 90
1358923773, 188, 90
1358924075, 194, 90
1358924376, 214, 90
1358924677, 550, 90
1358924978, 1227, 90
1358925280, 458, 90
1358925581, 527, 90
1358925883, 480, 90
1358926184, 1817, 90
1358926485, 2420, 90
1358926790, 2328, 90
1360256145, 495, 90
1360256235, 496, 90
1360256325, 522, 90
1360256415, 551, 90
1360256505, 516, 90
1360256595, 367, 90
1360256685, 188, 90
1360256775, 171, 90
1360256865, 172, 90
1360256955, 171, 90
1360257045, 178, 90
1360257135, 174, 90
1360257225, 171, 90
1360257315, 120, 90
1360257405, 111, 90
1360257495, 110, 90
1360257585, 1350, 90
1360257765, 2204, 90
1360257855, 2214, 90
1360257945, 2345, 90
1360258035, 2852, 90
1360258125, 2891, 90
1360258215, 2316, 90
1360258305, 2235, 90
1360258395, 2027, 90
1360258485, 109, 90
1360258575, 103, 90
1360258665, 106, 90
1360258755, 107, 90
1360258845, 108, 90
1360258935, 110, 90
1360259025, 108, 90
1360259115, 106, 90
1360259205, 110, 90
1360259295, 109, 90
1360259385, 107, 90
1360259475, 106, 90
1360259565, 173, 90
1360259655, 192, 90
1360259745, 183, 90
1360259835, 191, 90
1360259925, 194, 90
1360260015, 228, 90
1360260105, 393, 90
1360260195, 1616, 90
1360260285, 2543, 90
1360260375, 2507, 90
1360260465, 2512, 90
1360260555, 2515, 90
1360260645, 2523, 90
1360260735, 2480, 90
1360260825, 2458, 90
1360260915, 2570, 90
1360261005, 2255, 90
1360261095, 2533, 90
1360261185, 2288, 90
1360261275, 213, 90
1360261365, 262, 90
1360261455, 1050, 90
1360261545, 3323, 90
1360261635, 6912, 90
1360261725, 6922, 90
1360261815, 6913, 90
1360261905, 6795, 90
1360261995, 5874, 90
1360262085, 4202, 90
1360262175, 4102, 90
1360262265, 4916, 90
1360262355, 4924, 90
1360262445, 4925, 90
1360262535, 4900, 90
1360262625, 2992, 90
1360262715, 2654, 90
1360262805, 2666, 90
1360262895, 2581, 90
1360262985, 2606, 90
1360263075, 2606, 90
1360263165, 2598, 90
1360263255, 2612, 90
1360263345, 2583, 90
1360263435, 2642, 90
1360263525, 2643, 90
1360263615, 2641, 90
1360263705, 2643, 90
1360263795, 2624, 90
1360263885, 2623, 90
1360263975, 2610, 90
1360264065, 2573, 90
1360264155, 2556, 90
1360264245, 2586, 90
1360264335, 2591, 90
1360264425, 2606, 90
1360264515, 2610, 90
1360264605, 2588, 90
1360264695, 2517, 90
1360264785, 2634, 90
1360264875, 2623, 90
1360264965, 2592, 90
1360265055, 2641, 90
1360265145, 2657, 90
1360265235, 2643, 90
1360265325, 2648, 90
1360265415, 2666, 90
1360265505, 2503, 90
1360265595, 2404, 90
1360265685, 2432, 90
1360265775, 2434, 90
1360265865, 2408, 90
1360265955, 2449, 90
1360266045, 2495, 90
1360266135, 2457, 90
1360266225, 2461, 90
1360266315, 2474, 90
1360266405, 2439, 90
1360266495, 2424, 90
1360266585, 2428, 90
1360266675, 2433, 90
1360266765, 2412, 90
1360266855, 2408, 90
1360266945, 2418, 90
1360267035, 2414, 90
1360267125, 2618, 90
1360267215, 2599, 90
1360267305, 2414, 90
1360267395, 2377, 90
1360267485, 2376, 90
1360267575, 2380, 90
1360267665, 2376, 90
1360267755, 2376, 90
1360267845, 2356, 90
1360267935, 2348, 90
1360268025, 2352, 90
1360268115, 2367, 90
1360268205, 2385, 90
1360268295, 2428, 90
1360268385, 2363, 90
1360268475, 620, 90
1360268565, 257, 90
1360268655, 232, 90
1360268745, 222, 90
1360268835, 220, 90
1360268925, 217, 90
1360269015, 213, 90
1360269105, 217, 90
1360269195, 217, 90
1360269285, 209, 90
1360269375, 213, 90
1360269465, 207, 90
1360269555, 266, 90
1360269645, 272, 90
1360269735, 263, 90
1360269825, 264, 90
1360269915, 263, 90
1360270005, 260, 90
1360270095, 264, 90
1360270185, 263, 90
1360270275, 280, 90
1360270365, 287, 90
1360270455, 289, 90
1360270545, 384, 90
1360270635, 410, 90
1360270725, 366, 90
1360270815, 408, 90
1360270905, 382, 90
1360270995, 356, 90
1360271085, 339, 90
1360271175, 332, 90
1360271265, 325, 90
1360271355, 333, 90
1360271445, 343, 90
1360271535, 419, 90
1360271625, 418, 90
1360271715, 422, 90
1360271805, 389, 90
1360271895, 392, 90
1360271985, 2285, 90
1360272075, 2369, 90
1360272165, 2430, 90
1360272255, 2423, 90
1360272345, 2449, 90
1360272435, 2393, 90
1360272525, 2392, 90
1360272615, 2359, 90
1360272705, 2342, 90
1360272795, 2335, 90
1360272885, 2333, 90
1360272975, 931, 90
1360273065, 264, 90
1360273155, 217, 90
1360273245, 209, 90
1360273335, 209, 90
1360273425, 210, 90
1360273515, 210, 90
1360273605, 210, 90
1360273695, 209, 90
1360273785, 206, 90
1360273875, 207, 90
1360273965, 209, 90
1360274055, 206, 90
1360274145, 190, 90
1360274235, 153, 90
1360274325, 155, 90
1360274415, 155, 90
1360274505, 153, 90
1360274595, 154, 90
1360274685, 151, 90
1360274775, 147, 90
1360274865, 147, 90
1360274955, 150, 90
1360275045, 148, 90
1360275135, 129, 90
1360275225, 107, 90
1360275315, 107, 90
1360275405, 108, 90
1360275495, 108, 90
1360275585, 108, 90
1360275675, 109, 90
1360275765, 105, 90
1360275855, 107, 90
1360275945, 105, 90
1360276035, 108, 90
1360276125, 107, 90
1360276215, 107, 90
1360276305, 107, 90
1360276395, 108, 90
1360276485, 104, 90
1360276575, 174, 90
1360276665, 164, 90
1360276755, 164, 90
1360276845, 162, 90
1360276935, 162, 90
1360277025, 161, 90
1360277115, 161, 90
1360277205, 158, 90
1360277295, 160, 90
1360277385, 158, 90
1360277475, 159, 90
1360277565, 149, 90
1360277655, 104, 90
1360277745, 105, 90
1360277835, 105, 90
1360277925, 107, 90
1360278015, 105, 90
1360278105, 104, 90
1360278195, 102, 90
1360278285, 104, 90
1360278375, 105, 90
1360278465, 104, 90
1360278555, 106, 90
1360278645, 104, 90
1360278735, 104, 90
1360278825, 103, 90
1360278915, 106, 90
1360279005, 106, 90
1360279095, 101, 90
1360279185, 104, 90
1360279275, 105, 90
1360279365, 102, 90
1360279455, 103, 90
1360279545, 105, 90
1360279635, 103, 90
1360279725, 104, 90
1360279815, 105, 90
1360279905, 104, 90
1360279995, 132, 90
1360280085, 169, 90
1360280175, 162, 90
1360280265, 158, 90
1360280355, 156, 90
1360280445, 159, 90
1360280535, 183, 90
1360280625, 205, 90
1360280715, 204, 90
1360280805, 202, 90
1360280895, 202, 90
1360280985, 201, 90
1360281075, 184, 90
1360281165, 152, 90
1360281255, 151, 90
1360281345, 153, 90
1360281435, 151, 90
1360281525, 149, 90
1360281615, 148, 90
1360281704, 151, 89
1360281795, 154, 90
1360281884, 151, 89
1360281974, 152, 90
1360282065, 149, 90
1360282155, 149, 90
1360282244, 149, 89
1360282334, 150, 90
1360282424, 148, 90
1360282514, 148, 90
1360282604, 148, 90
1360282694, 146, 90
1360282784, 143, 90
1360282874, 142, 90
1360282964, 142, 90
1360283054, 143, 90
1360283144, 143, 90
1360283234, 144, 90
1360283324, 111, 90
1360283414, 104, 90
1360283504, 119, 90
1360283594, 168, 90
1360283684, 162, 90
1360283774, 159, 90
1360283864, 157, 90
1360283954, 161, 90
1360284044, 158, 90
1360284134, 160, 90
1360284224, 158, 90
1360284314, 156, 90
1360284404, 153, 90
1360284494, 156, 90
1360284584, 112, 90
1360284674, 101, 90
1360284764, 102, 90
1360284854, 101, 90
1360284944, 103, 90
1360285034, 104, 90
1360285124, 102, 90
1360285214, 102, 90
1360285304, 103, 90
1360285394, 102, 90
1360285484, 103, 90
1360285574, 102, 90
1360285664, 101, 90
1360285754, 102, 90
1360285844, 102, 90
1360285934, 104, 90
1360286025, 103, 90
1360286114, 104, 89
1360286205, 102, 90
1360286294, 103, 89
1360286384, 100, 90
1360286474, 103, 90
1360286564, 101, 90
1360286654, 101, 90
1360286744, 102, 90
1360286834, 104, 90
1360286924, 105, 90
1360287014, 155, 90
1360287104, 163, 90
1360287194, 159, 90
1360287284, 158, 90
1360287374, 158, 90
1360287464, 158, 90
1360287554, 159, 90
1360287644, 156, 90
1360287734, 155, 90
1360287824, 153, 90
1360287914, 154, 90
1360288004, 1079, 90
1360288094, 2285, 90
1360288184, 2262, 90
1360288274, 2258, 90
1360288364, 2261, 90
1360288454, 2302, 90
1360288544, 2352, 90
1360288634, 2339, 90
1360288724, 2277, 90
1360288814, 147, 90
1360288904, 146, 90
1360288994, 150, 90
1360289084, 149, 90
1360289174, 149, 90
1360289264, 149, 90
1360289354, 148, 90
1360289444, 148, 90
1360289534, 149, 90
1360289624, 147, 90
1360289714, 152, 90
1360289804, 148, 90
1360289894, 150, 90
1360289984, 147, 90
1360290074, 150, 90
1360290164, 150, 90
1360290254, 146, 90
1360290344, 149, 90
1360290434, 149, 90
1360290524, 223, 90
1360290614, 208, 90
1360290704, 200, 90
1360290794, 199, 90
1360290884, 195, 90
1360290975, 198, 90
1360291064, 195, 89
1360291154, 156, 90
1360291244, 156, 90
1360291334, 153, 90
1360291424, 155, 90
1360291514, 155, 90
1360291604, 109, 90
1360291694, 100, 90
1360291784, 102, 90
1360291874, 101, 90
1360291964, 103, 90
1360292054, 101, 90
1360292144, 104, 90
1360292234, 101, 90
1360292324, 100, 90
1360292414, 103, 90
1360292504, 101, 90
1360292594, 100, 90
1360292684, 102, 90
1360292774, 100, 90
1360292864, 105, 90
1360292954, 104, 90
1360293044, 102, 90
1360293134, 100, 90
1360293224, 104, 90
1360293314, 102, 90
1360293404, 104, 90
1360293494, 100, 90
1360293584, 102, 90
1360293674, 102, 90
1360293764, 104, 90
1360293854, 102, 90
1360293944, 102, 90
1360294034, 172, 90
1360294124, 165, 90
1360294214, 157, 90
1360294304, 157, 90
1360294394, 158, 90
1360294484, 158, 90
1360294574, 156, 90
1360294664, 155, 90
1360294754, 158, 90
1360294844, 151, 90
1360294934, 156, 90
1360295024, 153, 90
1360295114, 120, 90
1360295204, 103, 90
1360295294, 104, 90
1360295384, 102, 90
1360295474, 101, 90
1360295564, 103, 90
1360295654, 100, 90
1360295744, 104, 90
1360295834, 101, 90
1360295924, 100, 90
1360296014, 98, 90
1360296104, 101, 90
1360296194, 98, 90
1360296284, 101, 90
1360296374, 124, 90
1360296464, 149, 90
1360296554, 148, 90
1360296644, 149, 90
1360296734, 148, 90
1360296824, 148, 90
1360296914, 149, 90
1360297004, 150, 90
1360297094, 148, 90
1360297184, 147, 90
1360297274, 148, 90
1360297364, 150, 90
1360297454, 151, 90
1360297544, 151, 90
1360297634, 203, 90
1360297724, 209, 90
1360297814, 202, 90
1360297904, 203, 90
1360297994, 201, 90
1360298084, 202, 90
1360298174, 201, 90
1360298264, 198, 90
1360298354, 196, 90
1360298444, 240, 90
1360298534, 253, 90
1360298624, 179, 90
1360298714, 144, 90
1360298804, 139, 90
1360298894, 144, 90
1360298984, 146, 90
1360299074, 141, 90
1360299164, 111, 90
1360299254, 105, 90
1360299344, 102, 90
1360299434, 103, 90
1360299524, 101, 90
1360299614, 102, 90
1360299704, 101, 90
1360299794, 102, 90
1360299884, 102, 90
1360299974, 101, 90
1360300064, 98, 90
1360300154, 100, 90
1360300244, 100, 90
1360300334, 106, 90
1360300424, 100, 90
1360300514, 100, 90
1360300604, 103, 90
1360300694, 104, 90
1360300784, 102, 90
1360300874, 101, 90
1360300964, 104, 90
1360301054, 100, 90
1360301144, 144, 90
1360301234, 167, 90
1360301324, 159, 90
1360301414, 159, 90
1360301504, 157, 90
1360301594, 156, 90
1360301684, 156, 90
1360301774, 154, 90
1360301864, 153, 90
1360301954, 153, 90
1360302044, 151, 90
1360302134, 139, 90
1360302224, 103, 90
1360302314, 103, 90
1360302404, 101, 90
1360302494, 102, 90
1360302584, 101, 90
1360302674, 101, 90
1360302764, 102, 90
1360302854, 100, 90
1360302944, 106, 90
1360303034, 135, 90
1360303124, 155, 90
1360303214, 198, 90
1360303304, 202, 90
1360303394, 673, 90
1360303484, 391, 90
1360303574, 3685, 90
1360303664, 4709, 90
1360303754, 2595, 90
1360303844, 2392, 90
1360303934, 2405, 90
1360304024, 2379, 90
1360304114, 2384, 90
1360304204, 2325, 90
1360304294, 2236, 90
1360304384, 2291, 90
1360304474, 2304, 90
1360304564, 2421, 90
1360304654, 1952, 90
1360304744, 226, 90
1360304834, 228, 90
1360304924, 265, 90
1360305014, 270, 90
1360305104, 270, 90
1360305194, 242, 90
1360305284, 229, 90
1360305374, 227, 90
1360305464, 229, 90
1360305554, 225, 90
1360305644, 227, 90
1360305734, 227, 90
1360305824, 179, 90
1360305914, 178, 90
1360306004, 174, 90
1360306094, 174, 90
1360306184, 174, 90
1360306274, 174, 90
1360306364, 170, 90
1360306454, 153, 90
1360306544, 155, 90
1360306634, 152, 90
1360306724, 153, 90
1360306814, 149, 90
1360306904, 150, 90
1360306994, 151, 90
1360307084, 121, 90
1360307174, 108, 90
1360307264, 109, 90
1360307354, 106, 90
1360307444, 105, 90
1360307534, 106, 90
1360307624, 107, 90
1360307714, 111, 90
1360307804, 833, 90
1360307894, 383, 90
1360307984, 291, 90
1360308074, 308, 90
1360308164, 115, 90
1360308254, 170, 90
1360308344, 187, 90
1360308434, 184, 90
1360308524, 183, 90
1360308614, 347, 90
1360308704, 521, 90
1360308794, 371, 90
1360308884, 366, 90
1360308974, 180, 90
1360309064, 179, 90
1360309154, 179, 90
1360309244, 180, 90
1360309334, 179, 90
1360309424, 167, 90
1360309514, 112, 90
1360309604, 112, 90
1360309694, 112, 90
1360309784, 1525, 90
1360309874, 1253, 90
1360309964, 111, 90
1360310054, 108, 90
1360310144, 112, 90
1360310234, 109, 90
1360310324, 110, 90
1360310414, 109, 90
1360310504, 640, 90
1360310594, 178, 90
1360310684, 329, 90
1360310774, 235, 90
1360310864, 244, 90
1360310954, 335, 90
1360311044, 323, 90
1360311134, 326, 90
1360311224, 152, 90
1360311314, 324, 90
1360311404, 153, 90
1360311494, 153, 90
1360311584, 324, 90
1360311674, 153, 90
1360311764, 148, 90
1360311854, 211, 90
1360311944, 212, 90
1360312124, 208, 90
1360312304, 209, 90
1360312484, 205, 90
1360312664, 202, 90
1360312844, 204, 90
1360313024, 153, 90
1360313204, 149, 90
1360313384, 2287, 90
1360313564, 2266, 90
1360313744, 2264, 90
1360313924, 2270, 90
1360314104, 1488, 90
1360314284, 148, 90
1360314464, 149, 90
1360314644, 148, 90
1360314824, 153, 90
1360315004, 202, 90
1360315184, 205, 90
1360315364, 220, 90
1360315544, 257, 90
1360315724, 253, 90
1360315904, 255, 90
1360316084, 255, 90
1360316264, 254, 90
1360316444, 243, 90
1360316624, 203, 90
1360316804, 203, 90
1360316984, 204, 90
1360317164, 201, 90
1360317344, 202, 90
1360317524, 199, 90
1360317704, 195, 90
1360317794, 195, 90
1360317884, 167, 90
1360317974, 132, 90
1360318154, 113, 90
1360318334, 116, 90
1360318604, 118, 90
1360318874, 117, 90
1360319054, 187, 90
1360319234, 179, 90
1360319414, 177, 90
1360319594, 177, 90
1360319774, 174, 90
1360319864, 175, 90
1360320134, 116, 90
1360320314, 116, 90
1360320404, 116, 90
1360320584, 118, 90
1360320764, 1421, 90
1360320944, 897, 90
1360321124, 949, 90
1360321304, 119, 90
1360321484, 117, 90
1360321664, 117, 90
1360321844, 117, 90
1360322024, 122, 90
1360322204, 117, 90
1360322383, 186, 90
1360322563, 179, 90
1360322743, 176, 90
1360322923, 177, 90
1360323104, 175, 90
1360323283, 173, 90
1360323463, 117, 90
1360323643, 117, 90
1360323823, 122, 90
1360324003, 122, 90
1360324183, 118, 90
1360324363, 121, 90
1360324543, 118, 90
1360324723, 2221, 90
1360324903, 2209, 90
1360325083, 2209, 90
1360325264, 2223, 90
1360325443, 119, 90
1360325624, 120, 90
1360325803, 120, 90
1360325983, 188, 90
1360326163, 182, 90
1360326343, 176, 90
1360326523, 177, 90
1360326703, 175, 90
1360326883, 174, 90
1360327063, 119, 90
1360327244, 121, 90
1360327423, 119, 90
1360327603, 119, 90
1360327783, 170, 90
1360327963, 169, 90
1360328143, 168, 90
1360328323, 173, 90
1360328503, 168, 90
1360328683, 171, 90
1360328863, 170, 90
1360329043, 171, 90
1360329223, 169, 90
1360329403, 170, 90
1360329583, 236, 90
1360329763, 225, 90
1360329943, 224, 90
1360330123, 190, 90
1360330303, 177, 90
1360330483, 168, 90
1360330663, 117, 90
1360330843, 973, 90
1360331023, 1560, 90
1360331203, 3142, 90
1360331383, 125, 90
1360331563, 126, 90
1360331743, 123, 90
1360331923, 160, 90
1360332103, 336, 90
1360332283, 335, 90
1360332463, 339, 90
1360332643, 158, 90
1360332823, 127, 90
1360333003, 199, 90
1360333183, 193, 90
1360333363, 195, 90
1360333543, 187, 90
1360333723, 182, 90
1360333903, 183, 90
1360334083, 2270, 90
1360334173, 2282, 90
1360334263, 2267, 90
1360334353, 2657, 90
1360334443, 2407, 90
1360334533, 2229, 90
1360334623, 2222, 90
1360334713, 2217, 90
1360334803, 2203, 90
1360334893, 2217, 90
1360334983, 2223, 90
1360335073, 2152, 90
1360335163, 164, 90
1360335253, 110, 90
1360335343, 110, 90
1360335433, 110, 90
1360335523, 111, 90
1360335613, 107, 90
1360335703, 113, 90
1360335793, 113, 90
1360335883, 119, 90
1360335973, 120, 90
1360336063, 119, 90
1360336153, 117, 90
1360336243, 120, 90
